timestamp,TGS2611-5.65,TGS2612-5.65,TGS2610-5.65,TGS2602-5.65,TGS2611 5.00,TGS2612-5.00,TGS2610-5.00,TGS2602-5.00
0.30,41.85,25.50,27.06,14.85,111.37,61.70,56.80,13.09
0.31,41.85,25.50,27.06,14.87,111.37,61.70,56.80,13.09
0.32,41.85,25.50,27.06,14.87,111.37,61.70,56.80,13.09
0.33,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.09
0.34,41.94,25.50,27.11,14.85,111.37,61.70,56.80,13.09
0.35,41.94,25.50,27.11,14.85,111.37,61.70,56.66,13.09
0.36,41.85,25.54,27.06,14.87,111.37,61.70,56.80,13.09
0.37,41.94,25.50,27.06,14.87,111.37,61.54,56.80,13.09
0.38,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.09
0.39,41.94,25.50,27.06,14.87,111.37,61.70,56.80,13.09
0.40,41.77,25.50,27.06,14.87,111.37,61.70,56.80,13.09
0.41,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.09
0.42,41.85,25.50,27.06,14.85,111.37,61.70,56.80,13.09
0.43,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.09
0.44,41.85,25.50,27.06,14.87,110.89,61.70,56.80,13.09
0.45,41.85,25.50,27.15,14.87,111.37,61.70,56.80,13.11
0.46,41.85,25.50,27.06,14.87,110.89,61.70,56.80,13.09
0.47,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.09
0.48,41.94,25.50,27.11,14.87,110.89,61.70,56.80,13.09
0.49,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.09
0.50,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.09
0.51,41.85,25.54,27.06,14.87,111.37,61.70,56.80,13.09
0.52,41.85,25.50,27.06,14.87,110.89,61.70,56.80,13.09
0.53,41.94,25.50,27.11,14.87,111.37,61.70,56.66,13.09
0.54,41.85,25.50,27.06,14.85,110.89,61.70,56.80,13.09
0.55,42.03,25.50,27.06,14.87,111.37,61.70,56.66,13.09
0.56,41.85,25.50,27.11,14.87,111.37,61.70,57.09,13.09
0.57,41.85,25.50,27.11,14.87,111.37,61.70,56.66,13.09
0.58,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.11
0.59,41.94,25.54,27.11,14.87,111.37,61.70,56.80,13.09
0.60,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.09
0.61,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.07
0.63,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.09
0.64,41.85,25.50,27.11,14.85,111.37,61.70,56.80,13.09
0.65,42.03,25.50,27.06,14.85,111.37,61.70,56.80,13.09
0.66,41.94,25.54,27.11,14.85,111.37,61.70,56.80,13.09
0.67,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.09
0.68,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.09
0.69,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.09
0.70,42.03,25.50,27.11,14.85,111.37,61.70,56.80,13.09
0.71,41.85,25.50,27.06,14.85,111.37,61.70,56.80,13.09
0.72,41.94,25.54,27.11,14.87,111.37,61.70,56.80,13.09
0.73,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.09
0.74,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.09
0.75,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.09
0.76,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
0.77,41.85,25.50,27.11,14.87,110.89,61.70,56.80,13.11
0.78,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.09
0.79,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.09
0.80,41.94,25.50,27.11,14.85,111.37,61.87,56.80,13.09
0.81,41.94,25.50,27.06,14.87,111.37,61.70,56.80,13.09
0.82,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.09
0.83,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.09
0.84,41.77,25.54,27.11,14.87,111.37,61.70,56.80,13.09
0.85,41.85,25.54,27.11,14.87,111.37,61.70,56.80,13.09
0.86,41.94,25.50,27.11,14.87,111.37,61.54,56.80,13.09
0.87,41.77,25.50,27.11,14.87,111.37,61.70,56.80,13.09
0.88,41.85,25.50,27.11,14.87,110.89,61.70,56.80,13.09
0.89,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.11
0.90,41.85,25.54,27.11,14.87,111.37,61.70,56.80,13.09
0.91,41.94,25.54,27.11,14.87,110.89,61.54,56.66,13.09
0.92,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.09
0.93,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.11
0.94,41.85,25.54,27.11,14.87,111.37,61.70,56.80,13.11
0.95,41.85,25.50,27.06,14.87,111.37,61.70,56.80,13.09
0.96,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.09
0.97,41.85,25.46,27.11,14.87,110.89,61.70,56.80,13.09
0.98,41.94,25.50,27.11,14.87,111.37,61.70,56.95,13.09
0.99,42.03,25.54,27.11,14.87,111.37,61.70,56.80,13.09
1.00,42.03,25.54,27.11,14.87,111.37,61.70,56.80,13.09
1.01,41.77,25.50,27.11,14.87,111.37,61.54,56.80,13.11
1.02,41.94,25.50,27.11,14.87,111.37,61.87,56.80,13.11
1.03,41.85,25.50,27.11,14.87,111.37,61.54,56.95,13.11
1.04,41.85,25.54,27.11,14.87,111.37,61.70,56.80,13.09
1.05,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.06,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.09
1.07,41.85,25.50,27.11,14.87,110.89,61.70,56.80,13.09
1.08,41.85,25.54,27.11,14.87,111.37,61.70,56.80,13.11
1.09,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.09
1.10,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.11,41.85,25.50,27.06,14.87,111.37,61.70,56.66,13.09
1.12,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.09
1.13,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.14,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.09
1.15,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.16,41.85,25.50,27.06,14.87,111.37,61.70,56.80,13.11
1.17,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.18,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.09
1.19,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.20,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.21,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.09
1.22,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.25,41.85,25.54,27.11,14.87,111.37,61.70,56.80,13.09
1.25,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.26,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.27,41.94,25.54,27.11,14.87,111.37,61.70,56.80,13.11
1.28,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.29,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.30,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.09
1.31,41.94,25.54,27.11,14.87,111.37,61.70,56.80,13.11
1.32,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.09
1.33,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.09
1.34,41.85,25.54,27.11,14.87,111.37,61.70,56.80,13.11
1.35,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.36,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.37,42.03,25.50,27.11,14.87,111.37,61.70,56.80,13.12
1.38,41.94,25.54,27.06,14.87,110.89,61.70,56.80,13.09
1.39,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.41,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.42,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.43,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.44,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.09
1.45,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.46,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.09
1.47,41.85,25.50,27.11,14.87,110.89,61.70,56.80,13.11
1.48,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.49,41.85,25.50,27.11,14.87,110.89,61.70,56.80,13.11
1.50,41.85,25.50,27.11,14.87,111.37,61.70,56.95,13.11
1.51,42.03,25.54,27.11,14.89,111.37,61.70,56.80,13.11
1.52,42.03,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.53,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.54,41.94,25.50,27.11,14.87,111.37,61.54,56.80,13.11
1.57,41.85,25.54,27.11,14.87,111.37,61.70,56.80,13.11
1.57,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.11
1.58,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.59,41.85,25.50,27.11,14.87,110.89,61.70,56.80,13.11
1.60,41.94,25.50,27.06,14.87,111.37,61.70,56.80,13.11
1.61,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.62,41.94,25.50,27.06,14.87,111.37,61.70,56.80,13.11
1.63,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.64,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.65,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.11
1.66,41.94,25.50,27.11,14.87,111.37,61.87,56.80,13.11
1.67,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.68,42.03,25.54,27.11,14.87,111.37,61.70,56.95,13.11
1.69,41.94,25.50,27.11,14.89,111.37,61.70,56.66,13.11
1.70,41.94,25.54,27.11,14.87,111.37,61.70,56.95,13.11
1.71,41.85,25.54,27.11,14.87,111.37,61.70,56.80,13.11
1.72,41.85,25.50,27.11,14.87,111.37,61.70,56.95,13.11
1.73,41.94,25.50,27.06,14.89,111.37,61.70,56.80,13.11
1.74,41.85,25.50,27.11,14.87,110.89,61.70,56.95,13.11
1.75,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.76,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.11
1.77,41.85,25.50,27.11,14.87,110.89,61.70,56.80,13.11
1.78,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.79,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.80,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.81,41.85,25.50,27.11,14.87,110.89,61.70,56.80,13.11
1.82,41.85,25.54,27.11,14.87,111.37,61.54,56.80,13.11
1.83,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
1.84,41.94,25.54,27.11,14.89,111.37,61.70,56.95,13.12
1.85,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.86,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.88,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.89,42.03,25.50,27.11,14.87,110.89,61.70,56.80,13.11
1.90,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.91,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.92,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.93,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.11
1.94,41.94,25.54,27.06,14.87,111.37,61.70,56.80,13.11
1.95,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.11
1.96,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.11
1.97,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
1.98,41.94,25.50,27.11,14.87,111.37,61.70,56.95,13.11
1.99,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
2.00,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.11
2.01,41.85,25.54,27.11,14.87,111.37,61.70,56.80,13.11
2.02,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.12
2.03,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
2.04,41.94,25.50,27.06,14.87,111.37,61.70,56.80,13.11
2.07,42.03,25.50,27.11,14.89,111.37,61.70,56.80,13.11
2.07,41.94,25.50,27.11,14.89,111.37,61.54,56.80,13.11
2.08,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.11
2.09,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.11
2.10,41.85,25.54,27.06,14.87,111.37,61.70,56.80,13.11
2.11,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
2.12,42.03,25.50,27.11,14.87,111.37,61.70,56.80,13.11
2.13,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.11
2.14,41.85,25.54,27.11,14.87,111.37,61.70,56.80,13.11
2.15,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.11
2.16,42.03,25.54,27.11,14.89,111.37,61.70,56.80,13.11
2.17,41.94,25.50,27.06,14.87,111.37,61.70,56.80,13.11
2.18,41.94,25.46,27.11,14.87,111.37,61.70,56.80,13.11
2.19,41.94,25.54,27.11,14.87,111.37,61.70,56.80,13.11
2.20,41.85,25.54,27.11,14.89,111.37,61.70,56.80,13.11
2.21,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
2.22,41.85,25.50,27.11,14.87,110.89,61.70,56.80,13.12
2.23,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.11
2.24,41.94,25.54,27.11,14.89,111.37,61.70,56.95,13.11
2.25,42.03,25.54,27.11,14.89,111.37,61.70,56.80,13.12
2.26,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.11
2.27,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
2.28,41.94,25.50,27.11,14.89,111.37,61.70,56.52,13.11
2.29,42.03,25.50,27.11,14.89,111.37,61.70,56.80,13.11
2.30,41.94,25.54,27.11,14.89,111.37,61.70,56.80,13.12
2.31,41.85,25.50,27.11,14.89,111.37,61.70,56.66,13.11
2.32,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.11
2.33,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.11
2.34,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.11
2.35,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
2.36,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
2.38,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
2.39,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
2.40,42.03,25.54,27.11,14.89,111.37,61.70,56.66,13.12
2.41,41.94,25.54,27.11,14.89,111.37,61.70,56.80,13.12
2.42,42.03,25.50,27.11,14.87,111.37,61.70,56.80,13.11
2.43,42.03,25.50,27.11,14.89,111.37,61.70,56.80,13.11
2.44,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
2.45,41.94,25.50,27.11,14.89,111.37,61.70,56.95,13.11
2.46,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.11
2.47,41.85,25.50,27.11,14.89,110.89,61.70,56.95,13.12
2.48,41.85,25.50,27.11,14.89,110.89,61.70,56.80,13.11
2.49,41.94,25.50,27.11,14.87,111.37,61.70,56.80,13.12
2.50,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.11
2.51,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.11
2.52,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.11
2.53,42.03,25.50,27.11,14.89,110.89,61.70,56.80,13.11
2.54,41.85,25.50,27.11,14.89,111.37,61.54,56.80,13.12
2.57,41.94,25.46,27.11,14.87,111.37,61.70,56.80,13.11
2.57,41.85,25.50,27.11,14.87,111.37,61.70,56.80,13.12
2.58,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
2.59,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
2.60,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.11
2.61,41.85,25.46,27.11,14.89,111.37,61.70,56.80,13.12
2.62,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
2.63,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.11
2.64,41.85,25.54,27.11,14.89,110.89,61.70,56.66,13.12
2.65,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
2.66,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.11
2.67,41.85,25.54,27.11,14.89,111.37,61.70,56.80,13.12
2.68,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.11
2.69,42.03,25.54,27.11,14.89,111.37,61.70,56.80,13.11
2.70,41.94,25.50,27.11,14.87,110.89,61.38,56.80,13.12
2.71,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
2.72,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
2.73,41.85,25.50,27.11,14.87,111.37,61.70,56.95,13.12
2.74,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
2.75,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.11
2.76,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
2.77,41.94,25.50,27.11,14.89,110.89,61.70,56.80,13.11
2.78,41.94,25.50,27.11,14.89,111.37,61.70,56.95,13.12
2.79,42.03,25.50,27.11,14.89,111.37,61.70,56.80,13.11
2.80,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
2.81,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.11
2.82,42.03,25.50,27.06,14.89,111.37,61.70,56.80,13.12
2.83,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
2.84,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
2.85,41.94,25.50,27.11,14.89,111.84,61.70,56.80,13.12
2.86,42.03,25.54,27.11,14.89,111.37,61.70,56.80,13.12
2.87,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
2.88,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
2.89,42.03,25.50,27.11,14.89,111.37,61.70,56.80,13.12
2.90,41.94,25.50,27.11,14.89,111.37,61.54,56.80,13.12
2.91,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.11
2.92,41.94,25.50,27.11,14.89,111.37,61.54,56.95,13.12
2.93,42.03,25.50,27.11,14.89,111.37,61.54,56.80,13.12
2.94,41.94,25.50,27.06,14.87,111.37,61.70,56.80,13.12
2.95,41.85,25.50,27.15,14.89,111.37,61.54,56.80,13.12
2.96,42.03,25.50,27.06,14.89,111.37,61.54,56.80,13.12
2.97,41.85,25.50,27.11,14.89,111.37,61.54,56.80,13.12
2.98,41.94,25.50,27.11,14.89,110.89,61.70,56.80,13.12
2.99,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.00,41.85,25.50,27.11,14.89,111.37,61.70,56.95,13.12
3.01,42.03,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.03,41.94,25.50,27.11,14.89,111.37,61.70,56.95,13.12
3.04,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.05,41.85,25.50,27.11,14.89,111.37,61.70,56.95,13.12
3.06,41.94,25.50,27.06,14.89,111.37,61.70,56.66,13.12
3.07,41.85,25.50,27.11,14.89,111.37,61.54,57.09,13.12
3.08,41.85,25.50,27.11,14.89,111.37,61.70,56.66,13.12
3.09,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.11
3.10,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.11
3.11,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.12,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.13,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.14,42.03,25.50,27.06,14.89,111.37,61.70,56.80,13.12
3.15,41.94,25.50,27.11,14.89,111.37,61.70,56.66,13.12
3.16,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.17,41.85,25.46,27.11,14.89,111.37,61.70,56.80,13.12
3.18,41.85,25.54,27.11,14.89,110.89,61.70,56.66,13.12
3.19,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.11
3.22,41.85,25.50,27.06,14.89,111.37,61.70,56.80,13.12
3.22,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.23,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.24,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.25,41.85,25.54,27.11,14.89,111.37,61.70,56.80,13.12
3.26,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.27,41.85,25.50,27.06,14.89,111.37,61.70,56.80,13.12
3.28,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.29,41.85,25.46,27.11,14.89,111.37,61.70,56.80,13.12
3.30,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.31,42.03,25.50,27.06,14.89,111.37,61.70,56.80,13.12
3.32,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.33,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.34,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.35,41.94,25.50,27.11,14.91,111.37,61.70,56.80,13.12
3.36,42.03,25.50,27.06,14.89,111.37,61.70,56.80,13.12
3.37,41.85,25.50,27.11,14.89,110.89,61.70,56.80,13.12
3.38,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.39,41.85,25.50,27.06,14.89,111.37,61.70,56.80,13.12
3.40,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.41,42.03,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.42,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.43,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.44,41.94,25.54,27.11,14.89,111.37,61.70,56.80,13.12
3.45,41.94,25.50,27.11,14.89,111.37,61.54,56.80,13.12
3.46,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.47,41.94,25.50,27.06,14.89,111.37,61.70,56.80,13.12
3.48,41.85,25.50,27.06,14.89,110.89,61.70,56.80,13.12
3.49,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.50,41.85,25.50,27.11,14.89,110.89,61.70,56.80,13.12
3.51,41.85,25.50,27.11,14.91,110.89,61.70,56.80,13.12
3.52,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.53,41.94,25.50,27.06,14.89,111.37,61.70,56.80,13.12
3.54,41.94,25.50,27.11,14.89,111.37,61.70,56.95,13.12
3.55,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.56,41.85,25.50,27.06,14.89,111.37,61.70,56.80,13.12
3.57,41.85,25.50,27.06,14.89,111.37,61.70,56.80,13.12
3.58,41.85,25.50,27.11,14.89,111.37,61.70,56.95,13.12
3.59,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.61,41.85,25.50,27.11,14.91,110.89,61.70,56.80,13.12
3.62,41.85,25.50,27.06,14.89,111.37,61.70,56.80,13.12
3.63,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.64,41.85,25.50,27.11,14.91,111.37,61.70,56.80,13.12
3.65,41.85,25.50,27.06,14.89,111.37,61.70,56.80,13.12
3.66,41.94,25.50,27.11,14.91,111.37,61.70,56.80,13.12
3.67,41.85,25.50,27.11,14.91,110.89,61.70,56.80,13.12
3.68,41.94,25.50,27.06,14.89,111.37,61.87,56.80,13.12
3.69,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.70,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.71,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.72,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.73,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.74,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.75,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.76,41.85,25.50,27.06,14.89,110.89,61.70,56.80,13.12
3.78,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.79,41.85,25.46,27.11,14.89,111.37,61.70,56.80,13.12
3.80,41.85,25.46,27.06,14.89,111.37,61.70,56.80,13.12
3.81,41.85,25.50,27.11,14.89,110.89,61.70,56.80,13.12
3.82,41.85,25.50,27.11,14.91,111.37,61.70,56.80,13.14
3.83,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.84,41.94,25.50,27.06,14.89,111.37,61.70,56.80,13.12
3.85,41.85,25.50,27.06,14.89,110.89,61.70,56.80,13.14
3.86,41.85,25.50,27.11,14.91,110.89,61.70,56.80,13.12
3.87,41.85,25.50,27.06,14.89,110.89,61.70,56.80,13.14
3.88,41.85,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.89,41.85,25.50,27.06,14.89,111.37,61.70,56.80,13.12
3.90,41.85,25.50,27.11,14.89,111.37,61.70,56.95,13.12
3.91,41.85,25.46,27.06,14.89,110.89,61.70,56.80,13.12
3.92,41.85,25.50,27.06,14.89,111.37,61.70,56.80,13.12
3.93,41.85,25.50,27.11,14.91,110.89,61.70,56.80,13.14
3.94,41.85,25.46,27.06,14.91,111.37,61.70,56.80,13.12
3.97,41.94,25.50,27.11,14.89,111.37,61.70,56.80,13.12
3.97,41.85,25.46,27.06,14.89,111.37,61.54,56.80,13.12
